339 C1=CC(=O)OC2=CC(=C(C=C21)O)O 305-01-1 1.0 270.0
340 C1=NC(=C2C(=N1)N(C=N2)CCC(=O)O)N 4244-47-7 1.0 fail
341 CCCCCC1=CC=CC(=O)O1 27593-23-3 2.0 fail
342 C1=CC(=CC2=C(C=C(C=C21)S(=O)(=O)O)O)N 90-51-7 1.0 fail
343 CC1=NC(=CC=C1)CO 1122-71-0 1.0 fail
344 COC1=CC2=C(CC(=O)CC2)C=C1 2472-22-2 1.0 fail
345 CN(C)C1=CC2=C(C=C1)C(=CC(=O)O2)C(F)(F)F 53518-14-2 1.0 fail
346 CC1=C(C(=O)OC2=C1C=CC(=C2)N)CC(=O)O 106562-32-7 1.0 fail
347 CC1=CC2=C(C=CC=N2)C=C1 612-60-2 2.0 fail
348 CC1=C2C=CC3=CC=CC=C3C2=CC4=CC=CC=C14 2541-69-7 1.0 141.0
349 CC1=CC(=O)OC2=C1C=CC(=C2)O 79566-13-5 1.0 fail
350 CC(CCCCCC(=O)O)O 17173-14-7 1.0 fail
351 CC(C)CCCCCCC=O 3085-26-5 2.0 fail
352 C1C2=CC=CC=C2CC3=CC=CC=C31 613-31-0 1.0 fail
353 C1=CC=C2C(=C1)C=C(C3=CC=CC=C23)C#N 2510-55-6 1.0 fail
354 C=CCCCCCCCC(=O)O 14436-32-9 2.0 fail
355 C1OC2=C(O1)C(=C3C(=C2)OC(=CC3=O)C4=CC=CC=C4)O 110204-45-0 1.0 205.0
