id,T
2108184,315.5
2108185,315.5
2108186,315.5
2108288,320.7
2108289,320.7
2108290,327.7
2108291,327.7
2108382,477
2108400,744
2108401,741
2108568,423.42
2108650,198
2108651,211
2108680,455.6
2108681,455.6
2108907,393
2108963,484.8
2108964,484.8
2108965,496.0(10)
2108966,478.5(5)
2200003,295
2200017,440
2200022,330.8(8)
2200027,236
2200028,354.9(3)
2200029,376.0(10)
2200031,? K
2200032,430.5(5)
2200044,359.0(5)
2200046,452.15
2200047,189.5(5)
2200060,379.1(10)
2200071,491(2)
2200079,480.0(10)
2200080,433.0(10)
2200081,330.0(10)
2200082,485.5(15)
2200087,decomposes before melting
2200094,407.0(10)
2200095,383.0(10)
2200096,446.0(10)
2200098,127
2200102,357.0(10)
2200106,387.0(10)
2200116,361.0(10)
2200122,107.5(5)
2200131,470
2200132,169.0(10)
2200133,343
2200144,413.2(3)
2200149,394(7)
2200173,587
2200174,570
2200175,502
2200176,602
2200180,480
2200182,502
2200183,590
2200188,448.7
2200200,68.5(5)
2200205,399
2200211,182
2200234,268
2200236,437
2200252,460.5(5)
2200262,344
2200263,225(5)
2200266,433.1(4)
2200271,143.5(5)
2200281,481
2200289,381
2200295,304.4
2200299,387.5(5)
2200302,382.15
2200317,176
2200326,448.6
2200327,430
2200336,393
2200339,361.5(5)
2200340,194
2200341,366.2(3)
2200344,494.0(10)
2200358,501.6(5)
2200398,decomposes before melting
2200411,429.15
2200415,580.0(10)
2200433,504
2200434,477
2200447,465.0(10)
2200450,478
2200451,433
2200460,45
2200463,187.0(10)
2200473,352
2200478,430.2(3)
2200514,419.5(5)
2200515,361.0(10)
2200519,418.0(10)
2200526,405.0(10)
2200530,125.5(15)
2200537,434.5(5)
2200538,469(2)
2200543,310.5(5)
2200544,330.0(10)
2200554,473.0(10)
2200562,835.1(10)
2200569,539.0(10)
2200578,514(3)
2200580, crystals change color to orange  at ca 353 K and decompose to a black liquid at 497-501 K
2200598,254.9
2200599,206.3
2200601,166.5(15)
2200609,517
2200614,521
2200617,278
2200618,371
2200622,454
2200624,230
2200629,50
2200630,242
2200631,485
2200641,425
2200645,472.5(15)
2200646,180
2200648,221.0(10)
2200652,361
2200661,443.1(10)
2200662,447.1(10)
2200682,230
2200694,383
2200702,267
2200704,30
2200706,440.2(3)
2200717,570.0(10)
2200721,380.65
2200723,156
2200727,242.5
2200728,378.15
2200737,181.0(10)
2200740,313
2200744,456.5(5)
2200753,454.5(5)
2200754,447.0(10)
2200758,201.0(10)
2200761,380
2200766,347.1(10)
2200768,257.5(5)
2200789,459.0(10)
2200796,452
2200800,466.0(10)
2200801,384
2200803,487
2200807,328
2200813,1750
2200820,41
2200832,321.15
2200844,264
2200850,384.0(10)
2200851,165.0(10)
2200853,243
2200862,261
2200863,258
2200864,250
2200867,203.5(5)
2200877,406
2200881,415
2200892,451.5(5)
2200894,427.0(10)
2200904,490.5(5)
2200906,88.5(5)
2200907,130.5(5)
2200915,363.0(10)
2200919,397
2200920,343
2200921,524
2200925,417-419K with decomposition
2200931,538
2200933,424
2200951,343(2)
2200953,382.0(10)
2200972,404.0(10)
2200974,131.0(10)
2200977,387.0(10)
2200998,403.0(10)
2201004,356
2201006,376.5(5)
2201019,183
2201031,534.45(10)
2201034,427.5(5)
2201039,213
2201048,365.5(5)
2201049,354
2201058,472.1(10)
2201065,491
2201066,384.0(10)
2201069,308.6(15)
2201071,505.0(10)
2201072,357.5(5)
2201077,470
2201078,418
2201082,157.0(10)
2201085,462.0(10)
2201096,83.5(5)
2201097,439
2201099,390.6(5)
2201100,381.6(5)
2201102,69.5(15)
2201105,411
2201106,363
2201110,450.0(10)
2201115,340.0(10)
2201121,323
2201126,490.5(5)
2201131,decomposes before melting
2201132,decomposes before melting
2201134,491
2201136,514
2201154,472.0(10)
2201156,521
2201157,372.5
2201158,382.5(5)
2201167,382.0(10)
2201168,445.1(10)
2201176,450
2201177,383
2201181,350
2201183,331.8(3)
2201185,378.5(15)
2201193,484.1(10)
2201206,437.5(5)
2201209,408.0(10)
2201210,397
2201211,333
2201218,348
2201227,302
2201240,504.0(10)
2201249,248
2201278,471
2201298,decomposition at about 200\%C
2201302,decomposes at about 250\%C
2201308,353
2201324,408
2201329,265
2201332,458
2201333,358.0(10)
2201339,434.15
2201343,451.0(10)
2201344,160
2201348,445.5(5)
2201354,.203E-202
2201359,403.15
2201360,.239E-237
2201370,492(5)
2201376,412.0(10)
2201377,344.0(10)
2201385,222
2201391,494.5(9)
2201392,380.0(12)
2201414,350.0(10)
2201421,428
2201426,385
2201445,340.0(10)
2201450,430.0(10)
2201451,416.0(10)
2201466,465.0(10)
2201467,423.6(5)
2201470,433.6(5)
2201471,185--185\%C
2201489,499
2201511,432.0(10)
2201513,decomposes before melting
2201528,398
2201534,445
2201546,465.5
2201563,464
2201564,258
2201565,169.5(5)
2201568,428
2201569,492
2201590,480
2201593,373
2201598,391.0(10)
2201602,486.70
2201606,493.5(15)
2201608,160.1
2201613,.346E-305
2201614,310.5(5)
2201618,.329E-305
2201623,.462E-305
2201627,300
2201631,474.0(10)
2201645,359.0(10)
2201646,166.5(15)
2201647,377.2(18)
2201656,174
2201669,435
2201673,446.0(10)
2201674,.468E-305
2201675,494.0(10)
2201682,483
2201693,decomposition at about 188\%C
2201694,410.0(5)
2201700,.451E-305
2201701,51.0(10)
2201715,270
2201718,410.0(10)
2201719,262
2201721,465-471\%K (decomposed)
2201722,371
2201732,208.0(10)
2201743,453.0(10)
2201744,352.5(5)
2201748,"160 \%C soften, 176 \%C melt"
2201750,155
2201760,decomposes before melting
2201774,433
2201801,377
2201803,360
2201829,120.5(5)
2201832,.99E-98
2201834,335.15
2201838,.392E-305
2201841,123
2201843,382.5(10)
2201849,.498E-305
2201850,335.5(5)
2201856,414
2201868,460.0(10)
2201870,396.0(10)
2201871,484.0(10)
2201883,413.5(5)
2201888,429.0(10)
2201889,344.5(5)
2201890,463.5(5)
2201891,486.0(10)
2201896,351.0(10)
2201897,429.0(10)
2201898,512.0(10)
2201900,383
2201914,198
2201919,532.1(10)
2201924,503
2201925,458
2201935,391
2201936,433.0(10)
2201939,118.5(5)
2201940,.535E-305
2201943,466.0(10)
2201949,449
2201952,93
2201953,211.5
2201956,210
2201958,210
2201964,134
2201967,403
2201969,172
2201973,113
2201991,454
2201994,80.5(5)
2201998,.11E-109
2202001,above 538K
2202005,457
2202009,158.5(5)
2202013,melting point as described
2202018,145
2202021,120.0(10)
2202034,.361E-305
2202044,381
2202045,388
2202049,459
2202053,462.0(10)
2202055,418
2202058,434
2202063,382
2202080,450
2202089,415
2202096,.385E-305
2202107,.398E-305
2202110,decomposes above 473 K
2202112,467.8(8)
2202120,447.5(5)
2202133,444
2202134,322.9(4)
2202138,.72E-71
2202149,388.4(4)
2202150,411.0(4)
2202151,72.5(5)
2202156,105
2202158,.387E-305
2202185,463.5(5)
2202194,504(2)
2202207,439
2202220,459.6(5)
2202223,384
2202227,.535E-305
2202247,243
2202253,480
2202262,dec 522-527 K
2202263,482.0(10)
2202265,446
2202275,405
2202280,441
2202281,398
2202283,.527E-305
2202336,.173E-171
2202422,346.5(5)
2202434,435
2202439,436.0(10)
2202447,212
2202458,198.0(10)
2202463,367.5(5)
2202464,108
2202468,334.0(10)
2202469,363.5(5)
2202473,.415E-305
2202476,465.0(10)
2202477,533.0(10)
2202484,474.5(5)
2202485,386
2202493,492.0(10)
2202494,430.0(10)
2202495,433.0(10)
2202496,378.0(10)
2202497,359.0(10)
2202502,421
2202510,445.5(15)
2202517,480(3)
2202518,387.5(5)
2202519,377-376 K
2202520,471
2202521,.383E-305
2202523,407.5(5)
2202524,492.0(10)
2202525,311
2202528,431.0(10)
2202529,533.5(5)
2202531,483
2202545,.146E-146
2202550,458
2202554,473
2202555,465
2202556,401
2202565,428
2202573,397
2202584,.521E-305
2202589,.48E-305
2202598,436.1(10)
2202600,350
2202612,600
2202614,370
2202632,453
2202634,453.0(10)
2202635,74.0(10)
2202639,212
2202648,474.0(10)
2202662,517
2202665,403
2202672,.3745E-305
2202679,284
2202693,353.8(8)
2202695,.371E-305
2202696,.482E-305
2202698,.363E-305
2202713,410.4(3)
2202715,.495E-305
2202719,.468E-305
2202725,467.0(10)
2202726,512.5(5)
2202727,.443E-305
2202742,.415E-305
2202743,.454E-305
2202745,.395E-305
2202746,.42E-305
2202747,568
2202750,152
2202759,365
2202760,330
2202773,343.5(5)
2202774,374.0(10)
2202782,358.0(10)
2202786,393.5(5)
2202790,547.0(10)
2202791,457
2202793,480
2202794,.457E-305
2202795,364.0(10)
2202796,374.5(5)
2202797,398.0(10)
2202800,456.5(5)
2202801,441.5(5)
2202802,.502E-305
2202804,449.0(10)
2202805,433.5(5)
2202815,340.7(5)
2202821,.472E-305
2202823,452.5(5)
2202824,512
2202827,528.5(5)
2202829,444.0(10)
2202849,517
2202850,516
2202851,.24E-238
2202856,481
2202863,.543E-305
2202874,477
2202878,.276E-276
2202879,.356E-305
2202880,.524E-305
2202893,387
2202917,476.5(5)
2202927,427.0(10)
2202953,453
2202962,146-147 ^o^C
2202963,428.5(15)
2202965,533
2202966,391
2202975,.357E-305
2202980,465
2202982,.388E-305
2202986,517.0(10)
2202988,.427E-305
2202989,520.0(10)
2202991,517.0(10)
2202996,443(2)
2202998,.528E-305
2203003,.42E-305
2203004,483.5(5)
2203006,318
2203007,392
2203008,478.5(15)
2203023,330
2203027,442
2203029,413
2203046,455.5(5)
2203063,.342E-305
2203064,314.6(5)
2203070,.366E-305
2203072,.379E-305
2203092,.513E-305
2203097,438
2203102,475
2203104,394.0(10)
2203105,510
2203106,.397E-305
2203113,139.5(15)
2203125,458
2203132,324
2203133,514
2203154,344
2203160,372
2203161,388
2203163,518
2203168,537.5(5)
2203176,363
2203178,118
2203184,412
2203186,280
2203198,329.5(5)
2203199,328.5(5)
2203207,388.5(5)
2203213,413
2203214,215
2203216,497.0(10)
2203217,369.0(10)
2203228,466
2203232,.349E-305
2203241,564.0(10)
2203244,363
2203249,340
2203256,402.15
2203257,368
2203294,424.5(5)
2203297,504.8(15)
2203298,.241E-239
2203306,147
2203324,397
2203327,164
2203328,114
2203332,458.5(5)
2203334,542.5(5)
2203338,.182E-180
2203344,96
2203349,190
2203350,463
2203365,362
2203368,394.5(5)
2203383,379 (lit. 379)
2203408,474
2203409,443
2203413,343.5(5)
2203416,110.2(3)
2203418,453
2203422,431
2203425,456
2203428,200.5
2203431,396.5(5)
2203447,404
2203461,394.6(5)
2203462,481(3)
2203483,295(2)
2203484,368
2203485,.359E-305
2203486,.393E-305
2203493,454
2203500,91(1)
2203511,239
2203513,446
2203515,774.0
2203522,393.0(10)
2203523,409
2203527,425
2203530,182.8
2203572,441.25
2203575,403
2203585,420.5(5)
2203592,377
2203598,517
2203600,418.0(10)
2203614,493
2203621,403.5(5)
2203626,424.0(10)
2203630,.359E-305
2203638,410.32
2203641,.31E-305
2203642,427
2203643,383
2203651,396.5(5)
2203664,430
2203671,280
2203672,.397E-305
2203675,.356E-305
2203683,.208E-207
2203688,555
2203698,437.5(5)
2203715,502.1--503.3
2203725,465--466 K
2203727,405
2203734,388.5(5)
2203739,458
2203740,372
2203741,489
2203752,573
2203770,493
2203773,.451E-305
2203774,.245E-247
2203781,593
2203794,466
2203797,358.0(10)
2203806,418
2203817,534
2203818,.362E-305
2203830,179
2203832,.414E-305
2203841,363.5(5)
2203848,377
2203849,.122E-121
2203861,423.2(18)
2203864,588
2203870,.547E-305
2203877,423
2203878,499
2203880,311.5(5)
2203894,530
2203903,531
2203904,455.2(10)
2203905,387.7(5)
2203915,355.8
2203917,364.5(15)
2203918,474.5(15)
2203920,192
2203923,354.0(10)
2203929,454
2203930,498
2203937,436
2203942,493.0(10)
2203951,250
2203964,355
2203966,477
2203997,512
2204010,397
2204025,100(2)
2204035,355.0(10)
2204038,414.2(10)
2204040,.534E-305
2204042,403
2204047,158
2204049,400.0(10)
2204053,.437E-305
2204058,380.0(10)
2204063,584
2204069,308
2204074,.491E-305
2204075,434.0(10)
2204076,487.5(5)
2204092,389
2204098,399
2204101,345
2204105,281.88
2204112,469
2204113,472.65
2204156,.115E-113
2204172,455
2204177,531.5
2204182,433
2204183,429
2204201,426
2204208,234
2204215,536.0(10)
2204216,180
2204219,183
2204224,170
2204228,487.9(7)
2204245,.362E-305
2204247,.376E-305
2204248,394.0(10)
2204251,.452E-305
2204257,409
2204287,.367E-305
2204292,522.5(5)
2204295,172
2204315,518
2204334,236
2204350,463.0(10)
2204355,549.0(10)
2204361,390.0(10)
2204364,464.0(10)
2204368,.376E-305
2204371,351
2204373,506.5(5)
2204380,458.2(3)
2204381,411
2204382,541.5(5)
2204383,540
2204386, [Ag (C27 H26 P2)2] [Sn (C6 H5)3 (C2 F3 O4)2]0.5 [Sn (C6 H5)2 (C5 H9) (C2 F3 O4)2]0.5
2204389,243
2204390,224
2204408,468
2204409,464.5(5)
2204411,352
2204413,.428E-305
2204416,402
2204423,407
2204425,332
2204428,417.5
2204432,563
2204433,442
2204440,.524E-305
2204476,449
2204487,465
2204488,107
2204491,373
2204495,419
2204516,434.4(6)
2204528,376
2204529,368
2204537,.493E-305
2204544,443.0(10)
2204546,548
2204549,155.5(5)
2204552,537.5(5)
2204553,552.5(5)
2204554,503.5(5)
2204555,.593E-305
2204575,437
2204584,229.42
2204585,.533E-305
2204586,.389E-305
2204587,446
2204588,432.5(5)
2204589,420.65
2204599,449
2204603,330.2
2204605,463.0(10)
2204607,313.0(10)
2204627,571
2204637,547.5(5)
2204646,505.5(5)
2204647,442.5(5)
2204656,.232E-231
2204657,534
2204659,466.2(10)
2204663,374.5(5)
2204665,589
2204668,"[Ru2 Cl4 (C9 H12)2], 0.67C H2 Cl2"
2204675,484
2204682,208.2
2204686,.363E-305
2204687,412.5(15)
2204688,.403E-305
2204701,475
2204702,447
2204715,370
2204716,.408E-305
2204730,413.5(15)
2204745,377.5(5)
2204759,507.5(5)
2204760,446.0(10)
2204761,398.1(10)
2204763,502.0(10)
2204764,520.5(5)
2204781,.4505E-305
2204783,349
2204787,253.
2204795,.2E-198
2204798,501
2204799,404
2204800,403
2204806,408.0(10)
2204808,375
2204810,161
2204824,112-13\%
2204827,552.0(10)
2204829,414
2204844,432
2204861,507
2204862,.39E-305
2204868,337
2204880,[Cu2 (C N)2 (C13 H30 N4)]
2204882,372
2204886,367
2204897,.543E-305
2204905,368.5(5)
2204906,354.5(5)
2204920,351.5(5)
2204921,.36E-305
2204947,503.0(10)
2204948,490.0(10)
2204949,378
2204967,393
2204973,.505E-305
2204988,251.0(10)
2204996,164
2205005,598
2205022,397
2205025,.469E-305
2205031,.391E-305
2205058,358
2205059,465.5
2205062,476
2205077,.403E-305
2205080,.415E-305
2205083,373
2205100,.432E-305
2205109,341.5(5)
2205110,370
2205112,335
2205115,411
2205126,387.0(10)
2205141,525
2205148,376
2205150,327
2205152,402.5
2205156,462
2205166,406
2205169,282
2205177,.481E-305
2205179,.442E-305
2205187,473
2205191,361
2205200,190
2205206,459
2205209,372
2205214,227
2205215,272
2205217,528.5(12)
2205225,448.5
2205226,431
2205227,475
2205230,465
2205237,315.5(5)
2205241,.422E-305
2205249,426.0(10)
2205254,367.5(5)
2205256,396.5(5)
2205259,.442E-305
2205265,453
2205284,400.5
2205298,.456E-305
2205303,.411E-305
2205305,70
2205306,234
2205354,.447E-305
2205362,.433E-305
2205378,400(2)
2205383,471
2205395,68
2205397,.42E-305
2205399,434
2205443,553.5(5)
2205447,.372E-305
2205460,534
2205463,486.1(7)
2205465,466.0(10)
2205469,430
2205471,460
2205477,359
2205482,489.0(10)
2205484,498.5(5)
2205485,407
2205499,375
2205503,.491E-305
2205504,513
2205507,433
2205508,329.7
2205511,104
2205519,458
2205520,437
2205527,415
2205528,77
2205530,.377E-305
2205531,433
2205543,448
2205555,445.5(5)
2205564,448.5(5)
2205569,513.5(5)
2205577,.483E-305
2205578,.408E-305
2205586,452
2205587,76.5
2205588,102
2205591,.365E-305
2205597,398
2205619,.443E-305
2205628,443.2
2205639,485
2205648,426(1)
2205661,194
2205663,125
2205664,404
2205665,65
2205666,515.5(5)
2205673,365
2205675,437
2205681,.446E-305
2205694,438
2205696,460
2205707,226.5(5)
2205710,355.6
2205728,237
2205729,411
2205731,261
2205732,214
2205735,397.15
2205736,408
2205739,429
2205742,447K-449
2205747,423
2205748,548
2205749,393
2205750,348
2205755,404.1(6)
2205760,500
2205768,416.5(5)
2205775,.553E-305
2205782,236
2205789,514
2205795,525
2205806,.39E-305
2205811,.419E-305
2205813,471.5(15)
2205829,461
2205830,446
2205831,464
2205834,388
2205835,399
2205838,485.5(5)
2205840,351
2205841,525
2205843,317
2205861,397
2205879,432.7(9)
2205880,629
2205884,.36E-305
2205897,.518E-305
2205899,410.5
2205900,.463E-305
2205903,.5E-305
2205905,361
2205911,478.5(5)
2205912,576
2205930,375
2205936,346.0(10)
2205938,474(2)
2205939,373
2205964,348.5(5)
2205965,376
2205983,377
2205991,310.15
2205996,300\% not melting
2205999,.506E-305
2206002,474
2206005,349.0(10)
2206017,.401E-305
2206024,359
2206026,454
2206029,435
2206040,407
2206051,443
2206056,412
2206060,.474E-305
2206066,437
2206068,233
2206070,.47E-305
2206072,201
2206079,.411E-305
2206086,482.0(10)
2206098,.431E-305
2206099,417
2206111,431
2206122,348.5(5)
2206123,404.0(10)
2206147,98.9
2206148,99
2206155,531.5(5)
2206168,492
2206181,355.4
2206189,structure decomposes befor melting
2206200,422
2206201,293.5
2206206,464.0(10)
2206211,442.4(9)
2206212,492
2206213,171
2206222,408.5(5)
2206229,335
2206231,455
2206238,.571E-305
2206253,472.7(17)
2206254,560.0(10)
2206258,413
2206264,455
2206282,484
2206284,458
2206288,185
2206289,.421E-305
2206290,420.0(10)
2206291,.392E-305
2206296,412.7(4)
2206301,505.5(5)
2206314,.491E-305
2206322,528
2206327,489
2206328,387
2206332,.405E-305
2206336,398
2206340,406
2206341,429.0
2206343,402.5(5)
2206350,576
2206359,487.6(12)
2206372,366.5(5)
2206373,41
2206390,.513E-305
2206396,471.0(10)
2206405,373
2206410,186
2206417,250
2206425,464
2206426,481
2206446,452
2206452,499
2206457,.518E-305
2206461,51
2206464,454
2206468,418.1(9)
2206475,361.0(10)
2206476,446
2206477,442
2206480,.414E-305
2206481,161
2206483,422.0(10)
2206486,220
2206489,508
2206490,380.0(10)
2206513,455.2
2206517,407
2206518,346
2206530,482
2206536,322
2206539,462.5(5)
2206544,448
2206546,120
2206555,382
2206582,469
2206583,391.5(5)
2206584,461
2206587,375
2206591,414
2206599,412.5(5)
2206601,472
2206607,356
2206618,439
2206632,327
2206648,368.5(5)
2206651,447
2206657,489
2206658,.502E-305
2206662,539.5(5)
2206664,.571E-305
2206666,.419E-305
2206667,151.5(5)
2206669,360.0(10)
2206670,72
2206671,434
2206672,449
2206676,421
2206684,.393E-305
2206687,372
2206688,.363E-305
2206713,387.0(10)
2206715,568
2206724,380
2206726,.433E-305
2206734,.423E-305
2206763,512
2206783,98
2206785,510
2206790,181
2206799,.428E-305
2206802,343
2206811,.482E-305
2206812,450.0(10)
2206814,419.0(10)
2206820,162
2206835,500.0
2206844,454.0(10)
2206845,504
2206848,390.0(10)
2206850,382.5(5)
2206858,388
2206883,541
2206890,550
2206903,460.2
2206906,87.0(10)
2206907,90.0(10)
2206913,442.5(5)
2206914,549.5(15)
2206920,398.0(10)
2206931,.538E-305
2206937,415
2206938,473.0(10)
2206945,480
2206948,383
2206949,375
2206950,.436E-305
2206962,417
2206972,505
2206976,348
2206977,316
2206985,438
2206989,446.5
2207003,603.6(5)
2207023,.377E-305
2207030,333
2207037,.453E-305
2207038,387.0(10)
2207039,514.0(10)
2207045,533
2207055,150
2207062,354
2207070,321
2207079,431.0(10)
2207088,527.0(10)
2207092,.431E-305
2207093,.469E-305
2207095,409
2207096,359.0(10)
2207116,451.0(10)
2207119,407
2207130,408.7
2207166,404
2207169,390.41
2207173,418
2207175,200
2207179,.395E-305
2207183,563.5(5)
2207184,546.0(10)
2207186,.442E-305
2207188,.476E-305
2207190,.447E-305
2207192,.425E-305
2207194,.488E-305
2207197,.417E-305
2207199,463
2207209,399
2207213,463
2207216,.448E-305
2207232,431
2207248,477
2207254,457
2207256,160
2207258,399.4(5)
2207266,545
2207270,376
2207274,421.2
2207283,374.5(5)
2207286,475.0(10)
2207290,496
2207291,277
2207292,420
2207301,318
2207309,230
2207310,346
2207316,448.5(5)
2207317,.415E-305
2207318,.371E-305
2207321,356
2207330,133
2207334,425
2207338,506.0
2207357,157
2207358,425.2
2207364,374
2207368,.535E-305
2207386,341
2207390,164
2207393,410.0(10)
2207411,378
2207418,501.5(5)
2207419,442
2207425,420
2207426,470.2
2207427,424.5(5)
2207428,441.5(5)
2207429,368
2207438,484.5(5)
2207439,397.5(15)
2207440,490.0(10)
2207442,457.5(5)
2207444,451
2207446,518
2207463,368
2207474,550.5(5)
2207477,438.5(5)
2207481,490
2207500,490.0(10)
2207506,.395E-305
2207508,.447E-305
2207512,408
2207519,501
2207522,400
2207531,430
2207532,430
2207535,343
2207552,388
2207556,.354E-305
2207557,521
2207562,466
2207564,454
2207573,392.6(7)
2207576,423
2207579,412
2207582,434.0(10)
2207583,358
2207590,374.0(10)
2207598,.369E-305
2207605,373
2207607,.431E-305
2207610,84
2207615,170(4)
2207619,144.0(10)
2207636,.393E-305
2207637,494
2207653,160.0(10)
2207658,335
2207668,.342E-305
2207675,316
2207688,363
2207691,405.5(5)
2207698,457.0(10)
2207701,502
2207720,467.2
2207722,488
2207723,452
2207724,187.1(18)
2207726,358.5(5)
2207728,448.2
2207743,441
2207748,573
2207753,523
2207756,.445E-305
2207760,518
2207776,409
2207781,308
2207785,"479 K (soften), 491 K (melt)"
2207794,.43E-305
2207810,364.8(8)
2207812,411.5
2207821,462
2207824,.436E-305
2207826,122
2207829,394.1(3)
2207833,417
2207834,355
2207855,446
2207856,377.0(10)
2207857,409
2207858,361
2207864,448
2207866,480
2207869,492
2207878,370
2207879,511
2207880,398
2207881,511
2207882,393.1(7)
2207887,.449E-305
2207891,420
2207897,441(2)
2207902,343
2207904,460
2207927,.456E-305
2207928,395.1(6)
2207935,411
2207936,426(2)
2207937,458.5
2207938,390
2207939,443.0(10)
2207942,.497E-305
2207943,.45E-305
2207949,488.0(10)
2207968,383.0(10)
2207969,.386E-305
2207970,400.5(5)
2207983,.118E-117
2207985,192.8(3)
2207990,423.2
2207992,.386E-305
2207995,.513E-305
2207996,420
2208000,422(3)
2208003,489
2208004,483
2208005,280
2208010,464(3)
2208011,546.0(10)
2208013,.419E-305
2208015,428
2208021,125
2208022,356(1)
2208023,553
2208026,433
2208027,477.0(10)
2208030,500
2208034,405
2208046,456
2208057,90
2208058,236.217
2208065,184.994
2208066,499
2208080,363.0(10)
2208081,315.0(10)
2208088,361
2208091,448.6(4)
2208094,457
2208102,498.9(3)
2208103,528
2208104,453.4(12)
2208105,407
2208106,52
2208115,464(3)
2208123,.408E-305
2208146,363
2208159,396
2208168,.418E-305
2208181,.25E-248
2208198,413.5(5)
2208199,561.5(5)
2208203,446.0(10)
2208205,413.0(10)
2208213,343
2208217,410.0(10)
2208221,164 \% with decomposition
2208226,425
2208227,437
2208229,563
2208238,447.5
2208241,.144E-143
2208242,468
2208244,.51E-305
2208250,403
2208252,.465E-305
2208253,.386E-305
2208267,383.0(10)
2208275,.429E-305
2208283,468
2208292,.526E-305
2208295,500.6
2208296,358
2208299,526.0(10)
2208301,562.0(10)
2208304,.524E-305
2208311,372
2208317,502.0(10)
2208338,.453E-305
2208378,399
2208380,196
2208390,.505E-305
2208400,456.0(10)
2208402,.556E-305
2208405,495
2208408,170
2208418,393
2208424,472
2208426,362
2208427,406
2208436,391.0(10)
2208438,322.0(10)
2208453,240
2208458,.483E-305
2208459,377
2208464,198
2208474,.43E-42
2208476,412
2208477,468.5(5)
2208485,390
2208496,299.5(5)
2208498,417.0(10)
2208506,573
2208507,441
2208512,113.0(10)
2208513,127
2208515,419
2208519,530.0(10)
2208529,566
2208539,425
2208541,130.8
2208549,418
2208551,.455E-305
2208554,573
2208558,113.0(10)
2208565,127
2208584,427
2208585,82
2208586,120
2208592,362
2208595,456.1(15)
2208608,202
2208610,439
2208623,590.15(2)
2208634,485
2208635,549
2208638,382.2
2208641,.457E-305
2208643,4E2(4)
2208644,.227E-225
2208649,.445E-305
2208652,458
2208674,4E2(4)
2208676,459.4
2208682,445.6(5)
2208692,412
2208717,72
2208718,452
2208725,.338E-305
2208738,383
2208754,451
2208758,.393E-305
2208765,.488E-305
2208769,476
2208773,401
2208787,343
2208788,395
2208789,428.5(5)
2208795,.415E-305
2208802,304.6(10)
2208814,473
2208815,.419E-305
2208819,527.5
2208821,294
2208826,.535E-305
2208832,419.0(10)
2208846,447.5(5)
2208847,353
2208852,.429E-305
2208861,464
2208875,370
2208877,407
2208880,410
2208882,513
2208897,180
2208899,441.2
2208901,519
2208909,472.2
2208920,502
2208921,463
2208922,.15E-150
2208940,349
2208967,.453E-305
2208974,.268E-266
2208990,465
2208995,397
2209001,429.0(10)
2209008,.454E-305
2209014,210
2209035,402.5
2209037,474
2209041,.472E-305
2209045,494
2209048,441
2209062,389(1)
2209074,498
2209079,473
2209080,472.0(10)
2209089,108
2209090,396
2209091,387.7
2209100,376
2209113,352
2209120,162
2209121,.37E-305
2209123,184
2209125,.438E-305
2209129,374.2
2209136,437
2209144,.462E-305
2209160,139
2209161,406
2209164,.329E-305
2209165,398
2209178,503
2209189,564
2209210,481.0(10)
2209218,407
2209222,463
2209238,390
2209239,424
2209242,512
2209244,458
2209249,230
2209253,415
2209255,533
2209265,488
2209271,.377E-305
2209282,471
2209283,.463E-305
2209286,415
2209300,481
2209303,479
2209306,481
2209307,439.0(10)
2209313,446
2209330,378
2209331,433
2209334,453
2209343,387.2
2209354,456
2209359,.145E-144
2209365,528
2209370,.461E-305
2209374,341
2209388,391.5(5)
2209392,433
2209396,456
2209405,.515E-305
2209406,319
2209408,358
2209416,456
2209420,342
2209425,446
2209436,395.0(10)
2209438,323.45
2209441,470.5(5)
2209442,479
2209446,439
2209462,484
2209481,516
2209489,.507E-305
2209492,380
2209497,527
2209505,511
2209507,440
2209515,389.3
2209523,438
2209530,374
2209542,327.15
2209544,460.15(2)
2209545,386(2)
2209552,389(2)
2209567,474
2209570,216
2209576,.424E-305
2209586,416
2209592,366
2209594,464
2209604,.463E-305
2209605,.42E-305
2209613,473
2209617,417
2209620,430.4
2209629,362
2209630,385
2209632,328
2209634,385.5(10)
2209635,420
2209638,165.0(10)
2209642,.126E-125
2209644,371
2209645,502.3
2209652,325
2209657,.452E-305
2209662,.539E-305
2209673,428
2209678,418
2209690,157
2209691,387
2209728,418.2
2209732,120.0
2209736,492.2
2209737,389.2
2209741,433.2
2209743,490.5(12)
2209745,508
2209747,.452E-305
2209752,.403E-305
2209754,395
2209756,527.0(10)
2209761,.479E-305
2209764,398
2209777,350.0
2209778,493
2209780,459(2)
2209786,394
2209807,.425E-305
2209815,436
2209816,420
2209833,325.3(4)
2209835,432
2209840,511
2209844,464
2209845,632
2209852,547
2209856,418.0(5)
2209863,466.5(3)
2209864,422
2209877,413.0(10)
2209883,401
2209891,503.18
2209896,448.0(10)
2209902,469
2209906,471.5(15)
2209911,457
2209912,315
2209913,468
2209914,.421E-305
2209917,106
2209923,357
2209926,438
2209928,.411E-305
2209939,486
2209942,.387E-305
2209946,78
2209952,362
2209953,438
2209957,514.0(10)
2209958,.454E-305
2209967,.405E-305
2209974,473
2209986,453
2209987,453
2209992,416
2209993,616
2209997,72
2209998,346
2210004,72
2210013,216
2210017,155(1)
2210023,.431E-305
2210029,408.5(5)
2210031,431.5
2210034,433.0(10)
